ENTITY_NM_ID,OBJ_ID,ENTITY_ID,NM_TYP_CD,FIRST_NM,MIDDLE_NM,LAST_NM,SUFFIX_NM,TITLE_NM,DFLT_IND,ACTV_IND
OLE1089,OLE1089,OLE1089,PRFR,NORMAND,X,VALDIVIA,,,Y,Y
OLE1090,OLE1090,OLE1090,PRFR,ROSENDO,M,HUTCHINSON,,,Y,Y
OLE1091,OLE1091,OLE1091,PRFR,MONTY,C,CROCKETT,,,Y,Y
OLE1092,OLE1092,OLE1092,PRFR,STACY,J,IVES,,,Y,Y
OLE1093,OLE1093,OLE1093,PRFR,LEAH,L,TOY,,,Y,Y
OLE1094,OLE1094,OLE1094,PRFR,ARTHUR,B,HAFNER,,,Y,Y
OLE1095,OLE1095,OLE1095,PRFR,ERMA,A,SIGLER,,,Y,Y
OLE1096,OLE1096,OLE1096,PRFR,FLORENCE,X,PROVINCE,,,Y,Y
OLE1097,OLE1097,OLE1097,PRFR,TERRI,O,KEELE,,,Y,Y
OLE1098,OLE1098,OLE1098,PRFR,HILLARY,T,SINGLETARY,,,Y,Y
OLE1099,OLE1099,OLE1099,PRFR,EMMETT,Z,MARTIN,,,Y,Y
OLE1100,OLE1100,OLE1100,PRFR,ALVIN,Y,CARVAJAL,,,Y,Y
OLE1101,OLE1101,OLE1101,PRFR,ERIK,B,LEFLORE,,,Y,Y
OLE1102,OLE1102,OLE1102,PRFR,BILLY,M,WORCESTER,,,Y,Y
OLE1103,OLE1103,OLE1103,PRFR,VONDA,L,CRAVER,,,Y,Y
OLE1104,OLE1104,OLE1104,PRFR,YOLANDA,Z,STEED,,,Y,Y
OLE1105,OLE1105,OLE1105,PRFR,VERA,Y,STALEY,,,Y,Y
OLE1106,OLE1106,OLE1106,PRFR,LILA,L,FUDGE,,,Y,Y
OLE1107,OLE1107,OLE1107,PRFR,KIRBY,E,WALCOTT,,,Y,Y
OLE1108,OLE1108,OLE1108,PRFR,VICENTE,F,HADDOCK,,,Y,Y
OLE1109,OLE1109,OLE1109,PRFR,CHARLENE,X,TEDESCHI,,,Y,Y
OLE1110,OLE1110,OLE1110,PRFR,TERESA,W,TONEY,,,Y,Y
OLE1111,OLE1111,OLE1111,PRFR,GWENDOLYN,B,CRAVENS,,,Y,Y
OLE1112,OLE1112,OLE1112,PRFR,HALLIE,F,MONTENEGRO,,,Y,Y
OLE1113,OLE1113,OLE1113,PRFR,JAKE,Q,SHARP,,,Y,Y
OLE1114,OLE1114,OLE1114,PRFR,EARLINE,I,WINDER,,,Y,Y
OLE1115,OLE1115,OLE1115,PRFR,TODD,I,MCDAVID,,,Y,Y
OLE1117,OLE1117,OLE1117,PRFR,MARK,Z,MOFFITT,,,Y,Y
OLE1122,OLE1122,OLE1122,PRFR,HESTER,K,PACE,,,Y,Y
OLE1123,OLE1123,OLE1123,PRFR,TANYA,N,PIOTROWSKI,,,Y,Y
OLE1124,OLE1124,OLE1124,PRFR,COLIN,S,REAL,,,Y,Y
OLE1125,OLE1125,OLE1125,PRFR,FAYE,H,HERSH,,,Y,Y
OLE1137,OLE1137,OLE1137,PRFR,RANDAL,G,EDMUNDS,,,Y,Y
OLE1138,OLE1138,OLE1138,PRFR,ADOLPH,L,COCHRANE,,,Y,Y
OLE1143,OLE1143,OLE1143,PRFR,MAXINE,C,INFANTE,,,Y,Y
OLE1146,OLE1146,OLE1146,PRFR,CLAIR,V,SINCLAIR,,,Y,Y
OLE1165,OLE1165,OLE1165,PRFR,CHRISTOPER,Z,HUTTON,,,Y,Y
OLE1168,OLE1168,OLE1168,PRFR,ROCHELLE,I,BOARDMAN,,,Y,Y
OLE1172,OLE1172,OLE1172,PRFR,MELISA,Y,LOVELADY,,,Y,Y
OLE1231,OLE1231,OLE1231,PRFR,OCTAVIO,O,MARCHANT,,,Y,Y
OLE1232,OLE1232,OLE1232,PRFR,MORGAN,E,LANE,,,Y,Y
OLE1264,OLE1264,OLE1264,PRFR,LACEY,N,CORY,,,Y,Y
OLE1309,OLE1309,OLE1309,PRFR,JOHNATHAN,P,PANKEY,,,Y,Y
OLE1315,OLE1315,OLE1315,PRFR,BILLY,E,RISNER,,,Y,Y
OLE1334,OLE1334,OLE1334,PRFR,EVERETT,E,CANTU,,,Y,Y
OLE1337,OLE1337,OLE1337,PRFR,ANDRES,A,EMERY,,,Y,Y
OLE1361,OLE1361,OLE1361,PRFR,ALFRED,W,ALBERTSON,,,Y,Y
OLE1399,OLE1399,OLE1399,PRFR,WENDI,Z,RHINEHART,,,Y,Y
OLE1423,OLE1423,OLE1423,PRFR,SCOTTIE,V,OXLEY,,,Y,Y
OLE1433,OLE1433,OLE1433,PRFR,DUDLEY,N,JOHNSTONE,,,Y,Y
OLE1438,OLE1438,OLE1438,PRFR,SHARI,Z,ALEXANDER,,,Y,Y
OLE1441,OLE1441,OLE1441,PRFR,JOHNNY,S,ALFORD,,,Y,Y
OLE1444,OLE1444,OLE1444,PRFR,CLARA,N,MATTOS,,,Y,Y
OLE1453,OLE1453,OLE1453,PRFR,ROBT,A,IRELAND,,,Y,Y
OLE1455,OLE1455,OLE1455,PRFR,HORACIO,A,DEGROOT,,,Y,Y
OLE1470,OLE1470,OLE1470,PRFR,LORRAINE,R,WESTERN,,,Y,Y
OLE1482,OLE1482,OLE1482,PRFR,HALEY,T,EPPS,,,Y,Y
OLE1515,OLE1515,OLE1515,PRFR,JASON,C,REICH,,,Y,Y
OLE1520,OLE1520,OLE1520,PRFR,XAVIER,Q,RIPPY,,,Y,Y
OLE1525,OLE1525,OLE1525,PRFR,WAYNE,M,GRILLO,,,Y,Y
OLE1526,OLE1526,OLE1526,PRFR,PAULETTE,T,DAUGHTRY,,,Y,Y
OLE1531,OLE1531,OLE1531,PRFR,SERENA,Y,FREDRICK,,,Y,Y
OLE1545,OLE1545,OLE1545,PRFR,GARTH,J,GARAY,,,Y,Y
OLE1556,OLE1556,OLE1556,PRFR,LORI,F,COPLEY,,,Y,Y
OLE1574,OLE1574,OLE1574,PRFR,EVAN,M,MELSON,,,Y,Y
OLE1586,OLE1586,OLE1586,PRFR,WILLIE,F,DURR,,,Y,Y
OLE1599,OLE1599,OLE1599,PRFR,BRENDAN,B,LEIGHTON,,,Y,Y
OLE1601,OLE1601,OLE1601,PRFR,ARTURO,J,PEDIGO,,,Y,Y
OLE1603,OLE1603,OLE1603,PRFR,JULIE,F,ISLEY,,,Y,Y
OLE1625,OLE1625,OLE1625,PRFR,DIANN,A,GAILEY,,,Y,Y
OLE1637,OLE1637,OLE1637,PRFR,CHRISTIAN,X,TUCK,,,Y,Y
OLE1638,OLE1638,OLE1638,PRFR,ELVIA,M,CAGE,,,Y,Y
OLE1656,OLE1656,OLE1656,PRFR,XAVIER,T,STUTZMAN,,,Y,Y
OLE1676,OLE1676,OLE1676,PRFR,ISMAEL,Z,COTTLE,,,Y,Y
OLE1686,OLE1686,OLE1686,PRFR,AVIS,X,HOWLETT,,,Y,Y
OLE1689,OLE1689,OLE1689,PRFR,JANA,N,FEHR,,,Y,Y
OLE1705,OLE1705,OLE1705,PRFR,REBECCA,B,AIKEN,,,Y,Y
OLE1717,OLE1717,OLE1717,PRFR,MIRANDA,X,STARNES,,,Y,Y
OLE1731,OLE1731,OLE1731,PRFR,BERYL,K,WEAR,,,Y,Y
OLE1744,OLE1744,OLE1744,PRFR,QUINN,I,MARIN,,,Y,Y
OLE1747,OLE1747,OLE1747,PRFR,LINDSEY,G,SWAREY,,,Y,Y
OLE1783,OLE1783,OLE1783,PRFR,CARLY,O,EVANS,,,Y,Y
OLE1861,OLE1861,OLE1861,PRFR,ROSS,X,CREAMER,,,Y,Y
OLE1864,OLE1864,OLE1864,PRFR,JANELL,U,BYERLY,,,Y,Y
OLE1870,OLE1870,OLE1870,PRFR,LUELLA,F,SAMPLES,,,Y,Y
OLE1884,OLE1884,OLE1884,PRFR,QUINN,N,LAUX,,,Y,Y
OLE2018,OLE2018,OLE2018,PRFR,KENDRICK,K,HEREFORD,,,Y,Y
OLE2019,OLE2019,OLE2019,PRFR,BOBBIE,Q,KOENIG,,,Y,Y
OLE2049,OLE2049,OLE2049,PRFR,ANN,N,SCHOCK,,,Y,Y
OLE2053,OLE2053,OLE2053,PRFR,QUINCY,W,ESPINO,,,Y,Y
OLE2062,OLE2062,OLE2062,PRFR,LAKISHA,L,HAN,,,Y,Y
OLE2073,OLE2073,OLE2073,PRFR,BUFORD,B,SIMONE,,,Y,Y
OLE2075,OLE2075,OLE2075,PRFR,ANNA,J,BREMER,,,Y,Y
OLE2138,OLE2138,OLE2138,PRFR,ELDON,D,THAXTON,,,Y,Y
OLE2163,OLE2163,OLE2163,PRFR,MARCY,L,POOLE,,,Y,Y
OLE2204,OLE2204,OLE2204,PRFR,RONALD,B,LUNT,,,Y,Y
OLE2224,OLE2224,OLE2224,PRFR,JUSTIN,H,WOLF,,,Y,Y
OLE2227,OLE2227,OLE2227,PRFR,SHEENA,Y,ORTON,,,Y,Y
OLE2230,OLE2230,OLE2230,PRFR,DONOVAN,M,MCMASTERS,,,Y,Y
OLE2235,OLE2235,OLE2235,PRFR,CLAUDE,D,HENSHAW,,,Y,Y
OLE2236,OLE2236,OLE2236,PRFR,JAY,S,ICKES,,,Y,Y
OLE2247,OLE2247,OLE2247,PRFR,LELA,M,THURMAN,,,Y,Y
OLE2284,OLE2284,OLE2284,PRFR,TRISTAN,Q,DAHL,,,Y,Y
OLE2344,OLE2344,OLE2344,PRFR,KATELYN,U,KAY,,,Y,Y
OLE2369,OLE2369,OLE2369,PRFR,LOIS,S,SOHN,,,Y,Y
OLE2376,OLE2376,OLE2376,PRFR,ODELL,E,PEACOCK,,,Y,Y
OLE2377,OLE2377,OLE2377,PRFR,MARI,E,BRODEUR,,,Y,Y
OLE2382,OLE2382,OLE2382,PRFR,MIA,K,HORNING,,,Y,Y
OLE2383,OLE2383,OLE2383,PRFR,STACEY,N,LONGORIA,,,Y,Y
OLE2388,OLE2388,OLE2388,PRFR,TIMOTHY,D,AHRENS,,,Y,Y
OLE2389,OLE2389,OLE2389,PRFR,SYLVIA,G,TURNBOW,,,Y,Y
OLE2409,OLE2409,OLE2409,PRFR,NOREEN,E,ZEPEDA,,,Y,Y
OLE2412,OLE2412,OLE2412,PRFR,MOLLIE,W,WILKEY,,,Y,Y
OLE2492,OLE2492,OLE2492,PRFR,ERROL,I,LAWTON,,,Y,Y
OLE2533,OLE2533,OLE2533,PRFR,ELAINE,J,SNODGRASS,,,Y,Y
OLE2534,OLE2534,OLE2534,PRFR,REUBEN,Q,WOOLARD,,,Y,Y
OLE2535,OLE2535,OLE2535,PRFR,PRESTON,Q,STALNAKER,,,Y,Y
OLE2549,OLE2549,OLE2549,PRFR,GLENNA,C,MARIANI,,,Y,Y
OLE2550,OLE2550,OLE2550,PRFR,KRISTY,C,LARRABEE,,,Y,Y
OLE2552,OLE2552,OLE2552,PRFR,MILLARD,P,LANDER,,,Y,Y
OLE2554,OLE2554,OLE2554,PRFR,VERN,O,HUNTLEY,,,Y,Y
OLE2559,OLE2559,OLE2559,PRFR,HEIDI,K,REYNOLDS,,,Y,Y
OLE2566,OLE2566,OLE2566,PRFR,YOLANDA,C,PEACHEY,,,Y,Y
OLE2567,OLE2567,OLE2567,PRFR,ROOSEVELT,E,COFFEE,,,Y,Y
OLE2568,OLE2568,OLE2568,PRFR,LADONNA,O,CANDELARIA,,,Y,Y
OLE2578,OLE2578,OLE2578,PRFR,GAIL,E,ROBESON,,,Y,Y
OLE2582,OLE2582,OLE2582,PRFR,ELIAS,F,LEY,,,Y,Y
OLE2584,OLE2584,OLE2584,PRFR,TABATHA,U,CLANCY,,,Y,Y
OLE2587,OLE2587,OLE2587,PRFR,SUSANNE,T,UPTON,,,Y,Y
OLE2588,OLE2588,OLE2588,PRFR,KRISTI,B,BANNER,,,Y,Y
OLE2593,OLE2593,OLE2593,PRFR,ROBBIE,S,BOCANEGRA,,,Y,Y
OLE2594,OLE2594,OLE2594,PRFR,ELLEN,K,BAUER,,,Y,Y
OLE2595,OLE2595,OLE2595,PRFR,MILES,K,RAWLINS,,,Y,Y
OLE2602,OLE2602,OLE2602,PRFR,JASON,X,NAPOLI,,,Y,Y
OLE2606,OLE2606,OLE2606,PRFR,ARRON,V,MALOY,,,Y,Y
OLE2607,OLE2607,OLE2607,PRFR,GERMAN,P,HOM,,,Y,Y
OLE2612,OLE2612,OLE2612,PRFR,FLORA,D,RAMSEY,,,Y,Y
OLE2616,OLE2616,OLE2616,PRFR,WALLACE,B,BOULDIN,,,Y,Y
OLE2621,OLE2621,OLE2621,PRFR,BENNY,D,BENEDICT,,,Y,Y
OLE2629,OLE2629,OLE2629,PRFR,ISMAEL,E,JAHNKE,,,Y,Y
OLE2631,OLE2631,OLE2631,PRFR,CAMERON,X,CARNES,,,Y,Y
OLE2641,OLE2641,OLE2641,PRFR,WENDI,P,RHODEN,,,Y,Y
OLE2646,OLE2646,OLE2646,PRFR,JEFFERY,Z,MYERS,,,Y,Y
OLE2648,OLE2648,OLE2648,PRFR,LAMONT,Q,BROCK,,,Y,Y
OLE2651,OLE2651,OLE2651,PRFR,LUCIO,Z,ROBINS,,,Y,Y
OLE2655,OLE2655,OLE2655,PRFR,VALERIE,Z,RIENDEAU,,,Y,Y
OLE2656,OLE2656,OLE2656,PRFR,CONNIE,T,BECKFORD,,,Y,Y
OLE2657,OLE2657,OLE2657,PRFR,HEATHER,A,MCGOUGH,,,Y,Y
OLE2658,OLE2658,OLE2658,PRFR,JARRED,F,INGRAHAM,,,Y,Y
OLE2659,OLE2659,OLE2659,PRFR,LISA,R,BOROWSKI,,,Y,Y
OLE2693,OLE2693,OLE2693,PRFR,ALAN,C,FEENEY,,,Y,Y
OLE2694,OLE2694,OLE2694,PRFR,CESAR,S,HOLLY,,,Y,Y
OLE2695,OLE2695,OLE2695,PRFR,MELISA,A,SHOEMAKE,,,Y,Y
OLE2734,OLE2734,OLE2734,PRFR,GILBERT,A,THEODORE,,,Y,Y
OLE2742,OLE2742,OLE2742,PRFR,ALEJANDRA,O,SCHEXNAYDER,,,Y,Y
OLE2743,OLE2743,OLE2743,PRFR,ESTEBAN,I,AHLERS,,,Y,Y
OLE2744,OLE2744,OLE2744,PRFR,GENARO,V,GOUGE,,,Y,Y
OLE2745,OLE2745,OLE2745,PRFR,KRISTEN,Z,WESTERN,,,Y,Y
OLE2746,OLE2746,OLE2746,PRFR,JONAH,T,BROCKWAY,,,Y,Y
OLE2747,OLE2747,OLE2747,PRFR,LUPE,W,CANTU,,,Y,Y
OLE2748,OLE2748,OLE2748,PRFR,IVA,J,HEDDEN,,,Y,Y
OLE2749,OLE2749,OLE2749,PRFR,IVY,Z,HILLYER,,,Y,Y
OLE2750,OLE2750,OLE2750,PRFR,JANNA,E,RICHARDS,,,Y,Y
OLE2751,OLE2751,OLE2751,PRFR,TOMAS,Z,WESTCOTT,,,Y,Y
OLE2752,OLE2752,OLE2752,PRFR,MONA,I,BARANOWSKI,,,Y,Y
OLE2753,OLE2753,OLE2753,PRFR,BRIDGET,A,BERKLEY,,,Y,Y
OLE2754,OLE2754,OLE2754,PRFR,MICKEY,S,MARIANO,,,Y,Y
OLE2755,OLE2755,OLE2755,PRFR,DEBORA,Z,MARRUFO,,,Y,Y
OLE2756,OLE2756,OLE2756,PRFR,MONA,T,MANCINI,,,Y,Y
OLE2757,OLE2757,OLE2757,PRFR,GERALD,U,SHERRILL,,,Y,Y
OLE2758,OLE2758,OLE2758,PRFR,EFREN,S,SIBLEY,,,Y,Y
OLE2759,OLE2759,OLE2759,PRFR,LADONNA,N,BOYKIN,,,Y,Y
OLE2760,OLE2760,OLE2760,PRFR,VIRGIE,M,DURDEN,,,Y,Y
OLE2761,OLE2761,OLE2761,PRFR,JOEL,G,TONER,,,Y,Y
OLE2762,OLE2762,OLE2762,PRFR,SONNY,C,CLINKSCALES,,,Y,Y
OLE2763,OLE2763,OLE2763,PRFR,LOIS,Z,SEVERSON,,,Y,Y
OLE2764,OLE2764,OLE2764,PRFR,BELINDA,R,HADFIELD,,,Y,Y
OLE2765,OLE2765,OLE2765,PRFR,DOYLE,W,ALSTON,,,Y,Y
OLE2766,OLE2766,OLE2766,PRFR,ANTONE,S,CARTER,,,Y,Y
OLE2767,OLE2767,OLE2767,PRFR,ISABEL,T,MIXON,,,Y,Y
OLE2768,OLE2768,OLE2768,PRFR,KRISTIE,K,YOUNGS,,,Y,Y
OLE2769,OLE2769,OLE2769,PRFR,ESTER,G,REYNOSO,,,Y,Y
OLE2770,OLE2770,OLE2770,PRFR,NATHAN,L,MCKAMEY,,,Y,Y
OLE2771,OLE2771,OLE2771,PRFR,LES,Y,HAYNIE,,,Y,Y
OLE2772,OLE2772,OLE2772,PRFR,VERNA,Q,STROUD,,,Y,Y
OLE2773,OLE2773,OLE2773,PRFR,MARQUIS,O,MCBEE,,,Y,Y
OLE2774,OLE2774,OLE2774,PRFR,NEAL,K,APPLETON,,,Y,Y
OLE2775,OLE2775,OLE2775,PRFR,STUART,S,SALES,,,Y,Y
OLE2776,OLE2776,OLE2776,PRFR,GREGG,O,POOLE,,,Y,Y
OLE2777,OLE2777,OLE2777,PRFR,KITTY,Q,JACINTO,,,Y,Y
OLE2778,OLE2778,OLE2778,PRFR,TRACIE,X,GUARINO,,,Y,Y
OLE2779,OLE2779,OLE2779,PRFR,EMILE,L,GRAFF,,,Y,Y
OLE2780,OLE2780,OLE2780,PRFR,HAROLD,F,FINCHER,,,Y,Y
OLE2781,OLE2781,OLE2781,PRFR,JEFFRY,F,VELASQUEZ,,,Y,Y
OLE2782,OLE2782,OLE2782,PRFR,RENE,K,RUMSEY,,,Y,Y
OLE2783,OLE2783,OLE2783,PRFR,DALE,A,BAER,,,Y,Y
OLE2784,OLE2784,OLE2784,PRFR,KATE,P,COSBY,,,Y,Y
OLE2785,OLE2785,OLE2785,PRFR,JUDITH,J,STITT,,,Y,Y
OLE2786,OLE2786,OLE2786,PRFR,DOMINIQUE,H,WILMOT,,,Y,Y
OLE2787,OLE2787,OLE2787,PRFR,DESMOND,R,TOWNER,,,Y,Y
OLE2788,OLE2788,OLE2788,PRFR,LINDSEY,X,SAVINO,,,Y,Y
OLE2789,OLE2789,OLE2789,PRFR,CHARITY,J,SISCO,,,Y,Y
OLE2790,OLE2790,OLE2790,PRFR,WILLIE,T,PARKE,,,Y,Y
OLE2791,OLE2791,OLE2791,PRFR,SHEILA,F,CASE,,,Y,Y
OLE2792,OLE2792,OLE2792,PRFR,DARWIN,X,WOOD,,,Y,Y
OLE2793,OLE2793,OLE2793,PRFR,ELVA,J,LOFTIN,,,Y,Y
OLE2794,OLE2794,OLE2794,PRFR,JAMAAL,P,BURRESS,,,Y,Y
OLE2795,OLE2795,OLE2795,PRFR,TEDDY,L,BYRON,,,Y,Y
OLE2796,OLE2796,OLE2796,PRFR,KENDALL,K,ROSE,,,Y,Y
OLE2797,OLE2797,OLE2797,PRFR,MARTIN,C,HAGOOD,,,Y,Y
OLE2798,OLE2798,OLE2798,PRFR,CORINNE,T,CAMPO,,,Y,Y
OLE2799,OLE2799,OLE2799,PRFR,DION,G,RINGER,,,Y,Y
OLE2800,OLE2800,OLE2800,PRFR,LEO,E,STURGILL,,,Y,Y
OLE2801,OLE2801,OLE2801,PRFR,JUNIOR,Q,LAUER,,,Y,Y
OLE2802,OLE2802,OLE2802,PRFR,ANGEL,X,WITTER,,,Y,Y
OLE2803,OLE2803,OLE2803,PRFR,MELANIE,Z,TEDESCO,,,Y,Y
OLE2804,OLE2804,OLE2804,PRFR,KATHRINE,E,KNOWLES,,,Y,Y
OLE2805,OLE2805,OLE2805,PRFR,CASSIE,Y,MAGILL,,,Y,Y
